1.58401	0.46173
1.87196	0.33065
2.15991	0.20887
2.44774	0.11333
2.73565	0.05403
3.02368	0.02703
3.31159	0.01966
3.59998	0.01998
3.88752	0.02104
4.17535	0.02035
4.4635	0.01796
4.75149	0.01476
5.03928	0.0116
5.32727	0.00899
5.61542	0.00708
5.90317	0.00582
6.191	0.00507
6.47919	0.00466
6.76702	0.00444
7.05505	0.00427
7.34296	0.00402
7.63087	0.00361
7.91882	0.00303
8.20669	0.00234
8.49488	0.00162
8.78259	9.74463E-4
9.07046	4.83307E-4
9.35861	1.80502E-4
9.6466	4.73177E-5
9.93483	3.36938E-5
10.22242	7.85265E-5
10.51037	1.31195E-4
10.79832	1.62058E-4
11.08623	1.64526E-4
11.37446	1.46044E-4
11.66221	1.19422E-4
11.95032	9.49606E-5
12.23823	7.63248E-5
12.52614	6.25525E-5
12.81405	5.05476E-5
13.1016	3.82005E-5
13.38987	2.56108E-5
13.67778	1.49327E-5
13.96565	8.31735E-6
14.25404	7.01156E-6
14.54166	1.02868E-5
14.82981	1.60965E-5
15.11772	2.17493E-5
15.40551	2.53897E-5
15.69354	2.62021E-5
15.98141	2.45344E-5
16.2694	2.13141E-5
16.55719	1.77218E-5
16.84522	1.43525E-5
17.13325	1.15376E-5
17.42124	9.12528E-6
17.70931	6.96425E-6
17.99694	4.93218E-6
18.28501	3.1575E-6
18.57308	1.75706E-6
18.86091	9.13861E-7
19.14878	6.85872E-7
19.43677	9.09843E-7
19.72468	1.35867E-6
20.01263	1.7797E-6
20.30074	1.9917E-6
20.58881	2.00083E-6
20.87648	1.78639E-6
21.16459	1.44899E-6
21.45254	1.12559E-6
21.74049	8.58498E-7
22.02832	7.02872E-7
22.31619	5.87016E-7
22.60426	5.19791E-7
22.89225	4.65814E-7
23.18016	4.28516E-7
23.46827	3.89821E-7
23.75594	3.85996E-7
24.04389	3.87319E-7
24.33208	4.31702E-7
24.62007	4.91958E-7
24.90813	5.65896E-7
25.19576	6.15577E-7
25.48387	6.41775E-7
25.77182	6.59062E-7
26.05957	6.16045E-7
26.34756	5.83417E-7
26.63571	5.46152E-7
26.92342	5.05206E-7
27.21153	4.41044E-7
27.49952	4.24909E-7
27.78771	4.10301E-7
28.07526	3.99223E-7
28.36317	4.29207E-7
28.65136	4.18616E-7
28.93923	4.27969E-7
29.22722	4.13004E-7
29.51513	4.15094E-7
29.80316	4.0315E-7
30.09103	3.87781E-7
30.3789	3.21432E-7
30.66693	2.94841E-7
30.95488	2.70284E-7
