3.32379	0.64933
5.53975	0.44562
7.75588	0.24639
9.97104	0.09786
12.18681	0.02697
14.40261	0.00937
16.61854	0.00963
18.83434	0.00928
21.04998	0.00676
23.26559	0.00371
25.48155	0.00173
27.69744	8.29446E-4
29.91292	5.57912E-4
32.12901	5.09281E-4
34.34461	6.19051E-4
36.56053	7.98909E-4
38.77614	9.99513E-4
40.99174	0.00111
43.20755	0.0011
45.42339	9.57885E-4
47.63928	7.34761E-4
49.85492	4.7753E-4
52.07064	2.6949E-4
54.28633	1.258E-4
56.50245	4.66694E-5
58.71798	1.73438E-5
60.93374	2.04854E-5
63.14939	3.30046E-5
65.36539	5.34627E-5
67.58119	6.33232E-5
69.79692	7.39071E-5
72.01272	7.38395E-5
74.22825	6.87493E-5
76.44425	6.60656E-5
78.66006	6.30176E-5
80.87566	6.11374E-5
83.09143	5.80185E-5
85.30747	5.28137E-5
87.52323	4.97745E-5
