1.52366	0.77447
1.90445	0.71534
2.28543	0.62902
2.66626	0.47723
3.047	0.27863
3.42787	0.14981
3.80869	0.0732
4.18948	0.0328
4.57038	0.01516
4.95129	0.00973
5.33224	0.00934
5.71306	0.01026
6.09389	0.01073
6.47483	0.01029
6.85602	0.00909
7.23696	0.00746
7.61739	0.00575
7.99821	0.00423
8.37924	0.00302
8.75998	0.00213
9.14077	0.00154
9.52167	0.00117
9.90242	9.4542E-4
10.28328	8.23458E-4
10.66443	7.65469E-4
11.04493	7.47842E-4
11.42596	7.63502E-4
11.80674	7.93976E-4
12.18749	8.29121E-4
12.56859	8.52037E-4
12.94934	8.52365E-4
13.33024	8.14772E-4
13.71143	7.42452E-4
14.09217	6.38336E-4
14.47276	5.10813E-4
14.85382	3.81241E-4
15.23465	2.58975E-4
15.61551	1.57049E-4
15.99626	8.25386E-5
16.37716	3.56533E-5
16.75787	1.44005E-5
17.13865	9.21232E-6
17.51968	1.4566E-5
17.9007	2.20594E-5
18.28157	2.88961E-5
18.66243	3.03527E-5
19.0431	2.83871E-5
19.42421	2.33288E-5
19.80479	1.8081E-5
20.18561	1.36104E-5
20.56652	1.05441E-5
20.94731	1.01673E-5
21.32845	1.30937E-5
21.70944	1.6014E-5
22.09046	1.77484E-5
22.47129	1.86173E-5
22.85199	1.74058E-5
23.23274	1.49696E-5
23.6138	1.249E-5
23.99431	8.53405E-6
24.37521	6.309E-6
24.75596	3.5531E-6
25.13686	3.40576E-6
25.51773	3.97024E-6
25.89863	4.66871E-6
26.27962	6.03336E-6
26.66028	7.39388E-6
27.04115	7.78701E-6
27.42213	7.54745E-6
27.80288	7.66262E-6
28.18366	7.48993E-6
28.56445	6.36491E-6
28.94539	6.14492E-6
29.32634	5.58228E-6
29.70732	5.5356E-6
30.08831	4.91388E-6
30.46917	4.62863E-6
30.84992	5.19475E-6
31.23082	4.87004E-6
31.61185	5.36566E-6
31.99219	4.86221E-6
32.3731	3.72802E-6
32.75392	2.99334E-6
33.13483	2.81664E-6
33.51577	2.46596E-6
33.89676	1.10032E-6
34.27754	1.48078E-6
34.65853	1.47442E-6
35.03932	1.45665E-6
35.42022	1.62896E-6
35.80089	1.88744E-6
36.18195	2.57858E-6
36.56285	2.76864E-6
36.94352	2.51849E-6
37.32458	2.69475E-6
37.70537	2.8333E-6
38.08616	2.97542E-6
38.46726	2.37658E-6
38.84797	1.87231E-6
39.22887	1.56738E-6
39.60962	1.59394E-6
39.99032	1.90899E-6
40.37115	1.57762E-6
