2.57639	0.7094
3.76552	0.52621
4.95433	0.25367
6.1435	0.07721
7.33248	0.01826
8.52149	0.01124
9.71066	0.01245
10.89956	0.01057
12.08857	0.00685
13.27754	0.00371
14.46668	0.00192
15.65565	0.00115
16.84462	9.39389E-4
18.03347	9.97496E-4
19.22269	0.00116
20.41186	0.00126
21.60079	0.00117
22.79005	9.00074E-4
23.97874	5.38633E-4
25.16799	2.3231E-4
26.35689	6.16531E-5
27.54614	1.57694E-5
28.73483	3.63461E-5
29.92393	6.31703E-5
31.1129	6.90927E-5
32.30219	5.7527E-5
33.49101	4.45935E-5
34.68018	3.79037E-5
35.86927	3.64502E-5
37.05808	3.39819E-5
38.24726	3.15021E-5
39.43635	2.39421E-5
40.62524	2.0714E-5
41.81422	1.67425E-5
43.00323	1.62766E-5
44.1924	1.57593E-5
45.38114	1.5211E-5
46.57051	1.58298E-5
47.75928	1.58123E-5
48.94854	1.62159E-5
50.13699	1.38368E-5
51.3264	1.44862E-5
52.51549	1.31961E-5
53.70463	1.34508E-5
54.89348	1.03096E-5
56.08241	1.10775E-5
57.27155	8.55294E-6
58.46072	4.54041E-6
59.64965	7.20178E-6
60.83855	5.76663E-6
62.0278	4.84898E-6
63.21653	4.99413E-6
64.40599	5.88821E-6
